origin_id,destination_id,duration_min,valhalla_status_code,valhalla_error,origin_lat,origin_lon,destination_lat,destination_lon
27053026707,6610085,inf,,,45.1473128,-93.4287633,45.18495349,-93.37132771
27053026707,6610449,inf,,,45.1473128,-93.4287633,44.95684707,-93.26247336
27053026707,6610950,inf,,,45.1473128,-93.4287633,44.97278737,-93.26265361
27053026707,6610004,inf,,,45.1473128,-93.4287633,44.97254306,-93.23192761
27053026707,6611455,inf,,,45.1473128,-93.4287633,45.0144896,-93.3219112
27053026707,6610451,inf,,,45.1473128,-93.4287633,44.0215718,-92.48167494
27053026707,6611540,inf,,,45.1473128,-93.4287633,45.57520173,-94.17027075
27053026707,6611570,inf,,,45.1473128,-93.4287633,44.95435498,-93.09535352
27053026707,6450310,inf,,,45.1473128,-93.4287633,44.8154285,-91.5163326
27109000901,6610085,inf,,,44.0001243,-92.4013232,45.18495349,-93.37132771
27109000901,6610449,inf,,,44.0001243,-92.4013232,44.95684707,-93.26247336
27109000901,6610950,inf,,,44.0001243,-92.4013232,44.97278737,-93.26265361
27109000901,6610004,inf,,,44.0001243,-92.4013232,44.97254306,-93.23192761
27109000901,6611455,inf,,,44.0001243,-92.4013232,45.0144896,-93.3219112
27109000901,6610451,inf,,,44.0001243,-92.4013232,44.0215718,-92.48167494
27109000901,6611570,inf,,,44.0001243,-92.4013232,44.95435498,-93.09535352
27109000901,6450310,inf,,,44.0001243,-92.4013232,44.8154285,-91.5163326
27109000901,6450680,inf,,,44.0001243,-92.4013232,43.79502689,-91.24677526
27053111100,6610085,inf,,,44.9210857,-93.2406928,45.18495349,-93.37132771
27053111100,6610449,inf,,,44.9210857,-93.2406928,44.95684707,-93.26247336
27053111100,6610950,inf,,,44.9210857,-93.2406928,44.97278737,-93.26265361
27053111100,6610004,inf,,,44.9210857,-93.2406928,44.97254306,-93.23192761
27053111100,6611455,inf,,,44.9210857,-93.2406928,45.0144896,-93.3219112
27053111100,6610451,inf,,,44.9210857,-93.2406928,44.0215718,-92.48167494
27053111100,6611540,inf,,,44.9210857,-93.2406928,45.57520173,-94.17027075
27053111100,6611570,inf,,,44.9210857,-93.2406928,44.95435498,-93.09535352
27053111100,6450310,inf,,,44.9210857,-93.2406928,44.8154285,-91.5163326
27075370102,6610085,inf,,,47.2751343,-91.7530279,45.18495349,-93.37132771
27075370102,6611540,inf,,,47.2751343,-91.7530279,45.57520173,-94.17027075
27019090902,6610085,inf,,,44.8307529,-93.5874959,45.18495349,-93.37132771
27019090902,6610449,inf,,,44.8307529,-93.5874959,44.95684707,-93.26247336
27019090902,6610950,inf,,,44.8307529,-93.5874959,44.97278737,-93.26265361
27019090902,6610004,inf,,,44.8307529,-93.5874959,44.97254306,-93.23192761
27019090902,6611455,inf,,,44.8307529,-93.5874959,45.0144896,-93.3219112
27019090902,6610451,inf,,,44.8307529,-93.5874959,44.0215718,-92.48167494
27019090902,6611540,inf,,,44.8307529,-93.5874959,45.57520173,-94.17027075
27019090902,6611570,inf,,,44.8307529,-93.5874959,44.95435498,-93.09535352
27019090902,6450310,inf,,,44.8307529,-93.5874959,44.8154285,-91.5163326
27163071023,6610085,inf,,,44.909342,-92.8901222,45.18495349,-93.37132771
27163071023,6610449,inf,,,44.909342,-92.8901222,44.95684707,-93.26247336
27163071023,6610950,inf,,,44.909342,-92.8901222,44.97278737,-93.26265361
27163071023,6610004,inf,,,44.909342,-92.8901222,44.97254306,-93.23192761
27163071023,6611455,inf,,,44.909342,-92.8901222,45.0144896,-93.3219112
27163071023,6610451,inf,,,44.909342,-92.8901222,44.0215718,-92.48167494
27163071023,6611540,inf,,,44.909342,-92.8901222,45.57520173,-94.17027075
27163071023,6611570,inf,,,44.909342,-92.8901222,44.95435498,-93.09535352
27163071023,6450310,inf,,,44.909342,-92.8901222,44.8154285,-91.5163326
27163071023,6450680,inf,,,44.909342,-92.8901222,43.79502689,-91.24677526
27037060816,6610085,inf,,,44.7021003,-93.249169,45.18495349,-93.37132771
27037060816,6610449,inf,,,44.7021003,-93.249169,44.95684707,-93.26247336
27037060816,6610950,inf,,,44.7021003,-93.249169,44.97278737,-93.26265361
27037060816,6610004,inf,,,44.7021003,-93.249169,44.97254306,-93.23192761
27037060816,6611455,inf,,,44.7021003,-93.249169,45.0144896,-93.3219112
27037060816,6610451,inf,,,44.7021003,-93.249169,44.0215718,-92.48167494
27037060816,6611540,inf,,,44.7021003,-93.249169,45.57520173,-94.17027075
27037060816,6611570,inf,,,44.7021003,-93.249169,44.95435498,-93.09535352
27037060816,6450310,inf,,,44.7021003,-93.249169,44.8154285,-91.5163326
27037060816,6450680,inf,,,44.7021003,-93.249169,43.79502689,-91.24677526
27019090702,6610085,inf,,,44.8220961,-93.5463485,45.18495349,-93.37132771
27019090702,6610449,inf,,,44.8220961,-93.5463485,44.95684707,-93.26247336
27019090702,6610950,inf,,,44.8220961,-93.5463485,44.97278737,-93.26265361
27019090702,6610004,inf,,,44.8220961,-93.5463485,44.97254306,-93.23192761
27019090702,6611455,inf,,,44.8220961,-93.5463485,45.0144896,-93.3219112
27019090702,6610451,inf,,,44.8220961,-93.5463485,44.0215718,-92.48167494
27019090702,6611540,inf,,,44.8220961,-93.5463485,45.57520173,-94.17027075
27019090702,6611570,inf,,,44.8220961,-93.5463485,44.95435498,-93.09535352
27019090702,6450310,inf,,,44.8220961,-93.5463485,44.8154285,-91.5163326
27037061011,6610085,inf,,,44.7459176,-93.135437,45.18495349,-93.37132771
27037061011,6610449,inf,,,44.7459176,-93.135437,44.95684707,-93.26247336
27037061011,6610950,inf,,,44.7459176,-93.135437,44.97278737,-93.26265361
27037061011,6610004,inf,,,44.7459176,-93.135437,44.97254306,-93.23192761
27037061011,6611455,inf,,,44.7459176,-93.135437,45.0144896,-93.3219112
27037061011,6610451,inf,,,44.7459176,-93.135437,44.0215718,-92.48167494
27037061011,6611540,inf,,,44.7459176,-93.135437,45.57520173,-94.17027075
27037061011,6611570,inf,,,44.7459176,-93.135437,44.95435498,-93.09535352
27037061011,6450310,inf,,,44.7459176,-93.135437,44.8154285,-91.5163326
27037061011,6450680,inf,,,44.7459176,-93.135437,43.79502689,-91.24677526
27037060751,6610085,inf,,,44.8089327,-93.1384494,45.18495349,-93.37132771
27037060751,6610449,inf,,,44.8089327,-93.1384494,44.95684707,-93.26247336
27037060751,6610950,inf,,,44.8089327,-93.1384494,44.97278737,-93.26265361
27037060751,6610004,inf,,,44.8089327,-93.1384494,44.97254306,-93.23192761
27037060751,6611455,inf,,,44.8089327,-93.1384494,45.0144896,-93.3219112
27037060751,6610451,inf,,,44.8089327,-93.1384494,44.0215718,-92.48167494
27037060751,6611540,inf,,,44.8089327,-93.1384494,45.57520173,-94.17027075
27037060751,6611570,inf,,,44.8089327,-93.1384494,44.95435498,-93.09535352
27037060751,6450310,inf,,,44.8089327,-93.1384494,44.8154285,-91.5163326
27037060751,6450680,inf,,,44.8089327,-93.1384494,43.79502689,-91.24677526
27137013000,6610400,inf,,,47.5341941,-92.5547863,46.79638838,-92.08793245
27137013000,6610410,inf,,,47.5341941,-92.5547863,46.79290777,-92.09643407
27137013000,6610390,inf,,,47.5341941,-92.5547863,46.79298988,-92.09416166
27137013000,6611540,inf,,,47.5341941,-92.5547863,45.57520173,-94.17027075
27137013000,6610085,inf,,,47.5341941,-92.5547863,45.18495349,-93.37132771
27007450703,6640180,inf,,,47.5133401,-94.9334162,46.88466807,-96.78771727
27007450703,6640003,inf,,,47.5133401,-94.9334162,46.83245562,-96.82643194
27007450703,6640001,inf,,,47.5133401,-94.9334162,47.91020507,-97.06653869
27007450703,6611540,inf,,,47.5133401,-94.9334162,45.57520173,-94.17027075
27007450703,6610410,inf,,,47.5133401,-94.9334162,46.79290777,-92.09643407
27137013900,6610400,inf,,,47.5647726,-92.2083272,46.79638838,-92.08793245
27137013900,6610410,inf,,,47.5647726,-92.2083272,46.79290777,-92.09643407
27137013900,6610390,inf,,,47.5647726,-92.2083272,46.79298988,-92.09416166
27137013900,6611540,inf,,,47.5647726,-92.2083272,45.57520173,-94.17027075
27137013900,6610085,inf,,,47.5647726,-92.2083272,45.18495349,-93.37132771
27053021601,6610085,inf,,,44.9940079,-93.3931529,45.18495349,-93.37132771
27053021601,6610449,inf,,,44.9940079,-93.3931529,44.95684707,-93.26247336
27053021601,6610950,inf,,,44.9940079,-93.3931529,44.97278737,-93.26265361
27053021601,6610004,inf,,,44.9940079,-93.3931529,44.97254306,-93.23192761
27053021601,6611455,inf,,,44.9940079,-93.3931529,45.0144896,-93.3219112
27053021601,6610451,inf,,,44.9940079,-93.3931529,44.0215718,-92.48167494
27053021601,6611540,inf,,,44.9940079,-93.3931529,45.57520173,-94.17027075
27053021601,6611570,inf,,,44.9940079,-93.3931529,44.95435498,-93.09535352
27053021601,6450310,inf,,,44.9940079,-93.3931529,44.8154285,-91.5163326
